id,groupId,platform,integrationId,date,local_date,slot_label,content
"grantpipe-2026-252-2026-06-17-morning-x","grantpipe-2026-252-2026-06-17-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-17T13:45:00.000Z","2026-06-17","morning","cost note check: match invoice to allowed use. Name the reviewer."
"grantpipe-2026-252-2026-06-17-midday-x","grantpipe-2026-252-2026-06-17-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-17T18:15:00.000Z","2026-06-17","midday","Keep draw request simple. Show real cost. Show cash need. Name the next owner."
"grantpipe-2026-252-2026-06-17-late-x","grantpipe-2026-252-2026-06-17-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-17T22:35:00.000Z","2026-06-17","late","Close the loop on award handoff. Save budget near report date."
"grantpipe-2026-252-2026-06-17-morning-threads","grantpipe-2026-252-2026-06-17-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-17T13:45:00.000Z","2026-06-17","morning","Small grant check: cost note. Match invoice to allowed use. Then name the reviewer."
"grantpipe-2026-252-2026-06-17-midday-threads","grantpipe-2026-252-2026-06-17-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-17T18:15:00.000Z","2026-06-17","midday","For draw request, keep the file plain. Show real cost. Show cash need. Name the next step."
"grantpipe-2026-252-2026-06-17-late-threads","grantpipe-2026-252-2026-06-17-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-17T22:35:00.000Z","2026-06-17","late","Before the day ends, check award handoff. Put budget next to report date."
"grantpipe-2026-252-2026-06-18-morning-linkedin","grantpipe-2026-252-2026-06-18-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-18T13:45:00.000Z","2026-06-18","morning","amendment log check.

Match old term to new term. Name the owner.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-18-midday-linkedin","grantpipe-2026-252-2026-06-18-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-18T18:15:00.000Z","2026-06-18","midday","Keep pay-back request plain.

Show invoice. Show GL line.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-18-late-linkedin","grantpipe-2026-252-2026-06-18-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-18T22:35:00.000Z","2026-06-18","late","End the day with partner file.

Save agreement near invoice check.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-18-morning-x","grantpipe-2026-252-2026-06-18-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-18T13:45:00.000Z","2026-06-18","morning","amendment log check: match old term to new term. Name the owner."
"grantpipe-2026-252-2026-06-18-midday-x","grantpipe-2026-252-2026-06-18-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-18T18:15:00.000Z","2026-06-18","midday","Keep pay-back request simple. Show invoice. Show GL line. Name the next owner."
"grantpipe-2026-252-2026-06-18-late-x","grantpipe-2026-252-2026-06-18-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-18T22:35:00.000Z","2026-06-18","late","Close the loop on partner file. Save agreement near invoice check."
"grantpipe-2026-252-2026-06-18-morning-threads","grantpipe-2026-252-2026-06-18-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-18T13:45:00.000Z","2026-06-18","morning","Small grant check: amendment log. Match old term to new term. Then name the owner."
"grantpipe-2026-252-2026-06-18-midday-threads","grantpipe-2026-252-2026-06-18-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-18T18:15:00.000Z","2026-06-18","midday","For pay-back request, keep the file plain. Show invoice. Show GL line. Name the next step."
"grantpipe-2026-252-2026-06-18-late-threads","grantpipe-2026-252-2026-06-18-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-18T22:35:00.000Z","2026-06-18","late","Before the day ends, check partner file. Put agreement next to invoice check."
"grantpipe-2026-252-2026-06-19-morning-linkedin","grantpipe-2026-252-2026-06-19-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-19T13:45:00.000Z","2026-06-19","morning","fund code check.

Match award name to GL row. Name the finance.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-19-midday-linkedin","grantpipe-2026-252-2026-06-19-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-19T18:15:00.000Z","2026-06-19","midday","Keep grant calendar plain.

Show due date. Show file owner.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-19-late-linkedin","grantpipe-2026-252-2026-06-19-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-19T22:35:00.000Z","2026-06-19","late","End the day with program report.

Save output note near cost support.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-19-morning-x","grantpipe-2026-252-2026-06-19-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-19T13:45:00.000Z","2026-06-19","morning","fund code check: match award name to GL row. Name the finance."
"grantpipe-2026-252-2026-06-19-midday-x","grantpipe-2026-252-2026-06-19-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-19T18:15:00.000Z","2026-06-19","midday","Keep grant calendar simple. Show due date. Show file owner. Name the next owner."
"grantpipe-2026-252-2026-06-19-late-x","grantpipe-2026-252-2026-06-19-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-19T22:35:00.000Z","2026-06-19","late","Close the loop on program report. Save output note near cost support."
"grantpipe-2026-252-2026-06-19-morning-threads","grantpipe-2026-252-2026-06-19-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-19T13:45:00.000Z","2026-06-19","morning","Small grant check: fund code. Match award name to GL row. Then name the finance."
"grantpipe-2026-252-2026-06-19-midday-threads","grantpipe-2026-252-2026-06-19-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-19T18:15:00.000Z","2026-06-19","midday","For grant calendar, keep the file plain. Show due date. Show file owner. Name the next step."
"grantpipe-2026-252-2026-06-19-late-threads","grantpipe-2026-252-2026-06-19-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-19T22:35:00.000Z","2026-06-19","late","Before the day ends, check program report. Put output note next to cost support."
"grantpipe-2026-252-2026-06-20-morning-linkedin","grantpipe-2026-252-2026-06-20-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-20T13:45:00.000Z","2026-06-20","morning","audit sample check.

Match invoice to approval. Name the reviewer.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-20-midday-linkedin","grantpipe-2026-252-2026-06-20-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-20T18:15:00.000Z","2026-06-20","midday","Keep indirect cost file plain.

Show rate note. Show base amount.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-20-late-linkedin","grantpipe-2026-252-2026-06-20-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-20T22:35:00.000Z","2026-06-20","late","End the day with payroll split.

Save time note near grant code.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-20-morning-x","grantpipe-2026-252-2026-06-20-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-20T13:45:00.000Z","2026-06-20","morning","audit sample check: match invoice to approval. Name the reviewer."
"grantpipe-2026-252-2026-06-20-midday-x","grantpipe-2026-252-2026-06-20-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-20T18:15:00.000Z","2026-06-20","midday","Keep indirect cost file simple. Show rate note. Show base amount. Name the next owner."
"grantpipe-2026-252-2026-06-20-late-x","grantpipe-2026-252-2026-06-20-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-20T22:35:00.000Z","2026-06-20","late","Close the loop on payroll split. Save time note near grant code."
"grantpipe-2026-252-2026-06-20-morning-threads","grantpipe-2026-252-2026-06-20-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-20T13:45:00.000Z","2026-06-20","morning","Small grant check: audit sample. Match invoice to approval. Then name the reviewer."
"grantpipe-2026-252-2026-06-20-midday-threads","grantpipe-2026-252-2026-06-20-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-20T18:15:00.000Z","2026-06-20","midday","For indirect cost file, keep the file plain. Show rate note. Show base amount. Name the next step."
"grantpipe-2026-252-2026-06-20-late-threads","grantpipe-2026-252-2026-06-20-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-20T22:35:00.000Z","2026-06-20","late","Before the day ends, check payroll split. Put time note next to grant code."
"grantpipe-2026-252-2026-06-21-morning-linkedin","grantpipe-2026-252-2026-06-21-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-21T13:45:00.000Z","2026-06-21","morning","deadline list check.

Match report date to owner. Name the ED.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-21-midday-linkedin","grantpipe-2026-252-2026-06-21-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-21T18:15:00.000Z","2026-06-21","midday","Keep award budget plain.

Show spent amount. Show open balance.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-21-late-linkedin","grantpipe-2026-252-2026-06-21-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-21T22:35:00.000Z","2026-06-21","late","End the day with cash forecast.

Save draw date near report date.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-21-morning-x","grantpipe-2026-252-2026-06-21-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-21T13:45:00.000Z","2026-06-21","morning","deadline list check: match report date to owner. Name the ED."
"grantpipe-2026-252-2026-06-21-midday-x","grantpipe-2026-252-2026-06-21-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-21T18:15:00.000Z","2026-06-21","midday","Keep award budget simple. Show spent amount. Show open balance. Name the next owner."
"grantpipe-2026-252-2026-06-21-late-x","grantpipe-2026-252-2026-06-21-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-21T22:35:00.000Z","2026-06-21","late","Close the loop on cash forecast. Save draw date near report date."
"grantpipe-2026-252-2026-06-21-morning-threads","grantpipe-2026-252-2026-06-21-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-21T13:45:00.000Z","2026-06-21","morning","Small grant check: deadline list. Match report date to owner. Then name the ED."
"grantpipe-2026-252-2026-06-21-midday-threads","grantpipe-2026-252-2026-06-21-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-21T18:15:00.000Z","2026-06-21","midday","For award budget, keep the file plain. Show spent amount. Show open balance. Name the next step."
"grantpipe-2026-252-2026-06-21-late-threads","grantpipe-2026-252-2026-06-21-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-21T22:35:00.000Z","2026-06-21","late","Before the day ends, check cash forecast. Put draw date next to report date."
"grantpipe-2026-252-2026-06-22-morning-linkedin","grantpipe-2026-252-2026-06-22-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-22T13:45:00.000Z","2026-06-22","morning","grant file name check.

Match award year to fund code. Name the team.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-22-midday-linkedin","grantpipe-2026-252-2026-06-22-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-22T18:15:00.000Z","2026-06-22","midday","Keep restricted gift plain.

Show purpose note. Show release proof.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-22-late-linkedin","grantpipe-2026-252-2026-06-22-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-22T22:35:00.000Z","2026-06-22","late","End the day with closeout risk.

Save missing file near next step.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-22-morning-x","grantpipe-2026-252-2026-06-22-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-22T13:45:00.000Z","2026-06-22","morning","grant file name check: match award year to fund code. Name the team."
"grantpipe-2026-252-2026-06-22-midday-x","grantpipe-2026-252-2026-06-22-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-22T18:15:00.000Z","2026-06-22","midday","Keep restricted gift simple. Show purpose note. Show release proof. Name the next owner."
"grantpipe-2026-252-2026-06-22-late-x","grantpipe-2026-252-2026-06-22-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-22T22:35:00.000Z","2026-06-22","late","Close the loop on closeout risk. Save missing file near next step."
"grantpipe-2026-252-2026-06-22-morning-threads","grantpipe-2026-252-2026-06-22-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-22T13:45:00.000Z","2026-06-22","morning","Small grant check: grant file name. Match award year to fund code. Then name the team."
"grantpipe-2026-252-2026-06-22-midday-threads","grantpipe-2026-252-2026-06-22-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-22T18:15:00.000Z","2026-06-22","midday","For restricted gift, keep the file plain. Show purpose note. Show release proof. Name the next step."
"grantpipe-2026-252-2026-06-22-late-threads","grantpipe-2026-252-2026-06-22-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-22T22:35:00.000Z","2026-06-22","late","Before the day ends, check closeout risk. Put missing file next to next step."
"grantpipe-2026-252-2026-06-23-morning-linkedin","grantpipe-2026-252-2026-06-23-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-23T13:45:00.000Z","2026-06-23","morning","monthly close check.

Match open award to report owner. Name the finance.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-23-midday-linkedin","grantpipe-2026-252-2026-06-23-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-23T18:15:00.000Z","2026-06-23","midday","Keep board question plain.

Show spend note. Show due date.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-23-late-linkedin","grantpipe-2026-252-2026-06-23-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-23T22:35:00.000Z","2026-06-23","late","End the day with funder question.

Save source file near answer owner.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-23-morning-x","grantpipe-2026-252-2026-06-23-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-23T13:45:00.000Z","2026-06-23","morning","monthly close check: match open award to report owner. Name the finance."
"grantpipe-2026-252-2026-06-23-midday-x","grantpipe-2026-252-2026-06-23-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-23T18:15:00.000Z","2026-06-23","midday","Keep board question simple. Show spend note. Show due date. Name the next owner."
"grantpipe-2026-252-2026-06-23-late-x","grantpipe-2026-252-2026-06-23-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-23T22:35:00.000Z","2026-06-23","late","Close the loop on funder question. Save source file near answer owner."
"grantpipe-2026-252-2026-06-23-morning-threads","grantpipe-2026-252-2026-06-23-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-23T13:45:00.000Z","2026-06-23","morning","Small grant check: monthly close. Match open award to report owner. Then name the finance."
"grantpipe-2026-252-2026-06-23-midday-threads","grantpipe-2026-252-2026-06-23-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-23T18:15:00.000Z","2026-06-23","midday","For board question, keep the file plain. Show spend note. Show due date. Name the next step."
"grantpipe-2026-252-2026-06-23-late-threads","grantpipe-2026-252-2026-06-23-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-23T22:35:00.000Z","2026-06-23","late","Before the day ends, check funder question. Put source file next to answer owner."
"grantpipe-2026-252-2026-06-24-morning-linkedin","grantpipe-2026-252-2026-06-24-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-24T13:45:00.000Z","2026-06-24","morning","grant forecast check.

Match cash date to report date. Name the finance.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-24-midday-linkedin","grantpipe-2026-252-2026-06-24-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-24T18:15:00.000Z","2026-06-24","midday","Keep budget move plain.

Show approval note. Show report impact.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-24-late-linkedin","grantpipe-2026-252-2026-06-24-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-24T22:35:00.000Z","2026-06-24","late","End the day with invoice packet.

Save approval near payment note.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-24-morning-x","grantpipe-2026-252-2026-06-24-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-24T13:45:00.000Z","2026-06-24","morning","grant forecast check: match cash date to report date. Name the finance."
"grantpipe-2026-252-2026-06-24-midday-x","grantpipe-2026-252-2026-06-24-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-24T18:15:00.000Z","2026-06-24","midday","Keep budget move simple. Show approval note. Show report impact. Name the next owner."
"grantpipe-2026-252-2026-06-24-late-x","grantpipe-2026-252-2026-06-24-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-24T22:35:00.000Z","2026-06-24","late","Close the loop on invoice packet. Save approval near payment note."
"grantpipe-2026-252-2026-06-24-morning-threads","grantpipe-2026-252-2026-06-24-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-24T13:45:00.000Z","2026-06-24","morning","Small grant check: grant forecast. Match cash date to report date. Then name the finance."
"grantpipe-2026-252-2026-06-24-midday-threads","grantpipe-2026-252-2026-06-24-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-24T18:15:00.000Z","2026-06-24","midday","For budget move, keep the file plain. Show approval note. Show report impact. Name the next step."
"grantpipe-2026-252-2026-06-24-late-threads","grantpipe-2026-252-2026-06-24-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-24T22:35:00.000Z","2026-06-24","late","Before the day ends, check invoice packet. Put approval next to payment note."
"grantpipe-2026-252-2026-06-25-morning-linkedin","grantpipe-2026-252-2026-06-25-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-25T13:45:00.000Z","2026-06-25","morning","UEI record check.

Match award file to funder form. Name the grant owner.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-25-midday-linkedin","grantpipe-2026-252-2026-06-25-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-25T18:15:00.000Z","2026-06-25","midday","Keep ALN note plain.

Show award file. Show report folder.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-25-late-linkedin","grantpipe-2026-252-2026-06-25-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-25T22:35:00.000Z","2026-06-25","late","End the day with SEFA prep.

Save award number near federal share.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-25-morning-x","grantpipe-2026-252-2026-06-25-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-25T13:45:00.000Z","2026-06-25","morning","UEI record check: match award file to funder form. Name the grant owner."
"grantpipe-2026-252-2026-06-25-midday-x","grantpipe-2026-252-2026-06-25-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-25T18:15:00.000Z","2026-06-25","midday","Keep ALN note simple. Show award file. Show report folder. Name the next owner."
"grantpipe-2026-252-2026-06-25-late-x","grantpipe-2026-252-2026-06-25-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-25T22:35:00.000Z","2026-06-25","late","Close the loop on SEFA prep. Save award number near federal share."
"grantpipe-2026-252-2026-06-25-morning-threads","grantpipe-2026-252-2026-06-25-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-25T13:45:00.000Z","2026-06-25","morning","Small grant check: UEI record. Match award file to funder form. Then name the grant owner."
"grantpipe-2026-252-2026-06-25-midday-threads","grantpipe-2026-252-2026-06-25-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-25T18:15:00.000Z","2026-06-25","midday","For ALN note, keep the file plain. Show award file. Show report folder. Name the next step."
"grantpipe-2026-252-2026-06-25-late-threads","grantpipe-2026-252-2026-06-25-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-25T22:35:00.000Z","2026-06-25","late","Before the day ends, check SEFA prep. Put award number next to federal share."
"grantpipe-2026-252-2026-06-26-morning-linkedin","grantpipe-2026-252-2026-06-26-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-26T13:45:00.000Z","2026-06-26","morning","drawdown log check.

Match request date to cash receipt. Name the finance.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-26-midday-linkedin","grantpipe-2026-252-2026-06-26-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-26T18:15:00.000Z","2026-06-26","midday","Keep 2 CFR note plain.

Show policy file. Show cost test.

Then name who owns the next step."
"grantpipe-2026-252-2026-06-26-late-linkedin","grantpipe-2026-252-2026-06-26-late","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-26T22:35:00.000Z","2026-06-26","late","End the day with pass-through award.

Save prime funder near report term.

A clean file helps the next reviewer."
"grantpipe-2026-252-2026-06-26-morning-x","grantpipe-2026-252-2026-06-26-morning","x","cmq5aut9y0087mv0yt9otastk","2026-06-26T13:45:00.000Z","2026-06-26","morning","drawdown log check: match request date to cash receipt. Name the finance."
"grantpipe-2026-252-2026-06-26-midday-x","grantpipe-2026-252-2026-06-26-midday","x","cmq5aut9y0087mv0yt9otastk","2026-06-26T18:15:00.000Z","2026-06-26","midday","Keep 2 CFR note simple. Show policy file. Show cost test. Name the next owner."
"grantpipe-2026-252-2026-06-26-late-x","grantpipe-2026-252-2026-06-26-late","x","cmq5aut9y0087mv0yt9otastk","2026-06-26T22:35:00.000Z","2026-06-26","late","Close the loop on pass-through award. Save prime funder near report term."
"grantpipe-2026-252-2026-06-26-morning-threads","grantpipe-2026-252-2026-06-26-morning","threads","cmq5b15k300k4qp0yypplg57c","2026-06-26T13:45:00.000Z","2026-06-26","morning","Small grant check: drawdown log. Match request date to cash receipt. Then name the finance."
"grantpipe-2026-252-2026-06-26-midday-threads","grantpipe-2026-252-2026-06-26-midday","threads","cmq5b15k300k4qp0yypplg57c","2026-06-26T18:15:00.000Z","2026-06-26","midday","For 2 CFR note, keep the file plain. Show policy file. Show cost test. Name the next step."
"grantpipe-2026-252-2026-06-26-late-threads","grantpipe-2026-252-2026-06-26-late","threads","cmq5b15k300k4qp0yypplg57c","2026-06-26T22:35:00.000Z","2026-06-26","late","Before the day ends, check pass-through award. Put prime funder next to report term."
"grantpipe-2026-252-2026-06-27-morning-linkedin","grantpipe-2026-252-2026-06-27-morning","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-27T13:45:00.000Z","2026-06-27","morning","supply cost check.

Match receipt to program note. Name the reviewer.

If it breaks, write the next step."
"grantpipe-2026-252-2026-06-27-midday-linkedin","grantpipe-2026-252-2026-06-27-midday","linkedin","cmorp6oby03pgmq0ye7e3n7j0","2026-06-27T18:15:00.000Z","2026-06-27","midday","Keep travel cost plain.

Show approval. Show grant purpose.

Then name who owns the next step."
